ConfigurationTriggerTime,configurationId,Crawled_Date,Ecommerce,Pincode,City,Country_Of_Origin,Navision_Code,SKU_Name,Brand_Name,Product_Name,MRP,Discount_Percentage,Discount_Amount,Price,Speciality,Rating_Count,Avg_Rating,Review_Count,Stock,Seller,Coupon,Offer,Weight,Unit_Of_Weight,Delivery,Recommend_Percentage,Key_Features,Super_Offer,Super_Saver,Available_Product_Count,Max_Allowed_Quantity,Other_Id,Other_Quantity,Service_Status
,,12/18/2025 02:11:25,Flipkart,560075,,,,Real Mayo 800gm,Hellmann's,Hellmann's Veg Mayonnaise,210,21,,164,,278,4.5,62,Instock,SuperComNet,,,775,Gram,,,,,,,,,,serviced
,,12/18/2025 02:11:40,Flipkart,560075,,,,Eggless Mayo 850gm,Del monte,Del Monte Eggless Mayo,,,,,,607,4.1,52,Out of Stock,,,,850,Gram,,,,,,,,,,serviced
,,12/18/2025 02:11:55,Flipkart,560076,,,,Veg Mayo Original 800gm,Dr.Oetker,FUNFOODS by Dr. Oetker Veg Mayonnaise Original,199,27,,145,,1310,4.3,122,Out of Stock,SuperComNet,,,800,Gram,,,,,,,,,,serviced
,,12/18/2025 02:12:10,Flipkart,560075,,,,Original Premium Veg Mayo 800gm,Wingreens,WINGREENS Premium Veg Mayo,,,,,,450,4.1,52,Out of Stock,,,,800,Gram,,,,,,,,,,serviced
,,12/18/2025 02:12:24,Flipkart,560076,,,,Veg Original 250gm,Dr.Oetker,FUNFOODS by Dr. Oetker Veg Mayonnaise Original,99,13,,86,,1310,4.3,122,Out of Stock,SuperComNet,,,250,Gram,,,,,,,,,,serviced
,,12/18/2025 02:12:39,Flipkart,560076,,,,Pasta Pizza Red Sauce 315gm,Dr.Oetker,FUNFOODS by Dr. Oetker Pasta & Pizza Red Sauce Preservative Free Sauce,99,16,,83,,259,4.3,17,Out of Stock,SuperComNet,,,315,Gram,,,,,,,,,,serviced
,,12/18/2025 02:12:54,Flipkart,560076,,,,Peanut Butter Crunchy 750gm,Dr.Oetker,FUNFOODS by Dr. Oetker Peanut Butter Crunchy,,,,,,689,4.3,59,Out of Stock,,,,750,Gram,,,,,,,,,,serviced
,,12/18/2025 02:13:09,Flipkart,560076,,,,Pasta Pizza Red Sauce 800gm,Dr.Oetker,FUNFOODS by Dr. Oetker Pasta & Pizza Sauce,,,,,,0,,0,Out of Stock,,,,800,Gram,,,,,,,,,,serviced
,,12/18/2025 02:13:25,Flipkart,560076,,,,Peanut Butter Creamy 375gm,Dr.Oetker,Dr.Oetker Peanut Butter Creamy,,,,,,35,4.2,2,Out of Stock,,,,375,Gram,,,,,,,,,,serviced
,,12/18/2025 02:13:41,Flipkart,560076,,,,Eggless Veg Mayonnaise 875gm,Veeba,VEEBA Chef'S Special Veg Mayonnaise Eggless,,,,,,1510,4.3,139,Out of Stock,,,,800,Gram,,,,,,,,,,serviced
